surname;count
RACZKOWSKI;3872
PISAREK;3866
ROMAŃSKA;3865
RADZISZEWSKI;3865
DUTKIEWICZ;3863
SZPAK;3863
WASIELEWSKA;3860
CZARNOTA;3860
KAŹMIERSKI;3859
SUCHECKI;3858
BILIŃSKA;3856
RACZKOWSKA;3855
KUPIEC;3854
CIOŁEK;3846
DZIKOWSKI;3845
SKONIECZNA;3844
ADAMCZEWSKI;3842
WYRZYKOWSKI;3840
KAPUŚCIŃSKA;3836
BUGAJ;3835
WYRZYKOWSKA;3834
KAWALEC;3833
POTOCKA;3832
KOKOSZKA;3826
GŁADYSZ;3824
RODAK;3818
KONARSKA;3811
ROKICKA;3809
BUGAJSKA;3805
MAJKOWSKA;3804
PUCHAŁA;3803
KOVAL;3802
GOLIŃSKI;3798
KOKOT;3797
ROMAŃSKI;3797
BANASZAK;3790
PISZCZEK;3789
ADAMCZEWSKA;3788
BARSZCZ;3782
KAŹMIERSKA;3780
KALIŃSKI;3780
SUCHECKA;3779
KAROLAK;3778
DZIKOWSKA;3773
KALIŃSKA;3773
DOLATA;3770
KOCHAŃSKI;3769
WIELGUS;3769
WOJTASZEK;3769
KONARSKI;3766
JASKULSKI;3764
BIELA;3756
SZYMANOWSKA;3753
FIGURA;3753
MĄCZKA;3753
GOŁĄBEK;3752
KOCHAŃSKA;3751
SOLECKI;3746
SZYMANOWSKI;3746
SEMENIUK;3741
SOLECKA;3739
TKACHENKO;3739
BOJARSKI;3736
BILIŃSKI;3734
SUŁKOWSKI;3732
JASKULSKA;3730
GABRYŚ;3726
STOKŁOSA;3725
ORZEŁ;3724
BIAŁECKA;3721
ZAPAŁA;3720
CICHOSZ;3719
PŁATEK;3718
OŻÓG;3717
SMOLAREK;3716
GOLIŃSKA;3710
BRODOWSKI;3709
BURDA;3707
POTOCKI;3706
KOLASIŃSKI;3704
LASEK;3704
FERENC;3702
ŁACH;3701
WASZKIEWICZ;3699
BALICKI;3698
GARBACZ;3691
PIECHOCKA;3690
KOPROWSKI;3690
PIECHOCKI;3686
PIERZCHAŁA;3683
OSOWSKI;3682
BRZESKA;3677
BRZESKI;3677
MACH;3677
CHROBAK;3673
BALICKA;3671
BOJARSKA;3670
BERNAT;3670
ZBOROWSKA;3669
PISKORZ;3669
RÓG;3669
CZUBA;3664
SZYMANIAK;3663
KRAUZE;3662
FRANCZAK;3662
SZCZYGIELSKI;3662
ŚWIERCZEK;3661
PLEWA;3659
SUDOŁ;3659
DOLIŃSKA;3656
SZCZYGIELSKA;3655
SUŁKOWSKA;3649
STĘPNIEWSKI;3648
IVANOV;3647
PASEK;3647
GRUCA;3646
SUROWIEC;3646
DOLIŃSKI;3645
TRACZYK;3643
OSOWSKA;3642
PARADOWSKA;3642
KOSTKA;3638
STĘPNIEWSKA;3636
MĄDRY;3634
PARADOWSKI;3632
WEBER;3631
JAROSZEWSKA;3630
KEMPA;3629
ZBOROWSKI;3626
BRODOWSKA;3623
ANTONIAK;3623
BUREK;3623
LOREK;3617
GRELA;3615
JAMRÓZ;3613
PASZEK;3613
WDOWIAK;3613
PIĘTA;3612
GÓRALCZYK;3607
OSUCH;3606
FILIPCZAK;3603
KOLASIŃSKA;3596
JAROSZEWSKI;3595
MATUSIK;3592
WALCZYK;3592
BŁOŃSKI;3589
KRAVCHENKO;3586
BIAŁA;3585
SZADKOWSKI;3583
ŚWITAŁA;3582
KOZERA;3580
WĄSOWSKI;3578
DRĄG;3575
SALA;3575
STACHOWSKI;3573
ĆWIK;3569
ZARĘBSKI;3569
MARTYNIUK;3567
CZAPLIŃSKI;3567
FIGIEL;3562
KWAŚNY;3561
WŁOCH;3561
WÓJCIAK;3560
MODRZEJEWSKI;3556
LACHOWICZ;3554
OLEŚ;3554
OKOŃ;3551
KAPICA;3549
NALEPA;3549
OGÓREK;3546
WALIGÓRA;3546
ŁAWNICZAK;3544
ZAWISTOWSKI;3542
BROŻEK;3541
MORAWIEC;3540
SZADKOWSKA;3539
KOPROWSKA;3538
ZARĘBSKA;3537
BATOR;3537
NADOLNY;3537
BARON;3534
ŁOŚ;3534
MROWIEC;3533
MULARCZYK;3533
SKWAREK;3532
ĆWIKLIŃSKA;3528
GROBELNY;3527
KOŁODZIEJCZAK;3527
GRABSKI;3526
NIEZGODA;3523
KOCHANOWSKA;3522
ĆWIKLIŃSKI;3521
PÓŁTORAK;3520
MYŚLIWIEC;3515
WACHOWIAK;3512
GAZDA;3508
KOZYRA;3504
ZIMNA;3499
JEDYNAK;3498
GRABSKA;3494
NADOLSKI;3491
GAJ;3489
DOBRZAŃSKA;3484
BŁAŻEJEWSKA;3483
MODRZEJEWSKA;3481
BIEL;3481
GAŁECKI;3478
STACHOWSKA;3475
MIŚ;3475
KULIKOWSKI;3471
BERNACKI;3468
WĄSOWSKA;3464
ZAWISZA;3464
KULIKOWSKA;3457
BOGDAN;3455
BŁOŃSKA;3445
NADOLSKA;3444
BOROŃ;3444
SITKO;3444
IWANOWSKI;3442
GLIŃSKA;3441
ZASADA;3439
OLIINYK;3437
GRYGIEL;3437
MAJDA;3437
GLIŃSKI;3435
STENCEL;3435
KRASKA;3434
KOŚCIELNIAK;3433
GALIŃSKA;3432
ZAWISTOWSKA;3431
CZAPLIŃSKA;3428
OZGA;3423
DOBRZAŃSKI;3422
GALIŃSKI;3421
NOSAL;3419
KRÓLIK;3418
MIECZKOWSKI;3418
WINNICKI;3417
BARTNICKI;3416
BIEŃ;3416
KOMAR;3415
KOCHANOWSKI;3412
WINNICKA;3411
PASTUSZKA;3411
BŁAŻEJEWSKI;3409
KLIMAS;3408
JASKÓLSKI;3406
PRZYBYSZEWSKI;3404
BARTOSIEWICZ;3402
KOZICKI;3402
MŁYNARSKI;3402
GAŁECKA;3399
KAZIMIERCZAK;3392
KOSTRZEWSKI;3392
WIELGOSZ;3388
WYDRA;3383
SZUBERT;3382
SZWEDA;3378
SZCZEPANEK;3375
BARTNICKA;3372
FRANKIEWICZ;3372
MUSIOŁ;3371
JASKÓLSKA;3369
TYMIŃSKA;3363
DUSZA;3360
SPYCHAŁA;3358
POLISHCHUK;3356
DOMAGALSKI;3353
KLIMASZEWSKI;3352
BŁASZKIEWICZ;3351
MIECZKOWSKA;3350
KLUSKA;3347
SOBOCIŃSKA;3345
LEMAŃSKI;3345
KOSTRZEWSKA;3344
WCISŁO;3343
MATCZAK;3342
BUDA;3335
JANECZEK;3335
SOBOŃ;3333
BERNACKA;3330
IWANICKI;3330
GALAS;3328
RYBA;3328
KOZICKA;3325
PIETRZYKOWSKI;3325
SMYK;3324
STOPA;3324
IWANOWSKA;3323
TUSZYŃSKA;3318
TYMIŃSKI;3318
KLIMASZEWSKA;3313
SKORUPSKA;3311
SOBOCIŃSKI;3310
SKORUPSKI;3307
WALAS;3302
TABOR;3301
ZAWIŚLAK;3299
KULAS;3294
KĄKOL;3293
GAJEK;3291
NADOLNA;3289
SARNOWSKA;3284
GUZ;3284
WISZNIEWSKI;3282
PRZYBYSZEWSKA;3277
SARNOWSKI;3277
MARCZEWSKI;3275
RYBIŃSKI;3275
TURSKI;3275
DANIEL;3274
PIETRZYKOWSKA;3273
MISZCZAK;3270
MARCZEWSKA;3269
MIREK;3269
GOŁASZEWSKA;3268
SZAFRAN;3268
LEMAŃSKA;3266
MŁYNARSKA;3263
ŚWIERCZ;3259
ŚLIWKA;3257
RYCHLIK;3256
TUSZYŃSKI;3253
KRAUSE;3251
WNĘK;3251
IWANICKA;3250
NGUYEN;3249
JACKIEWICZ;3247
DOMAGALSKA;3246
SŁOMIŃSKA;3246
WISZNIEWSKA;3246
KOŁACZ;3246
MACHNIK;3243
PODSIADŁO;3240
BRYŁA;3239
CZERWONKA;3239
NEUMANN;3236
BUDNY;3235
GOŁASZEWSKI;3235
ŁAKOMY;3235
ROKITA;3235
RYBIŃSKA;3232
SŁOMKA;3232
FURTAK;3229
STRZAŁKOWSKI;3228
SEWERYN;3227
GIZA;3227
SŁOMIŃSKI;3227
KORNACKI;3225
ANTKOWIAK;3224
MIKUŁA;3221
WILCZEWSKA;3220
SOBCZYŃSKA;3217
BARTKOWSKI;3217
CHOJECKI;3217
MAKAREWICZ;3215
STRZAŁKOWSKA;3215
CZUBAK;3213
IWANIUK;3213
GAŁUSZKA;3209
KASPERSKA;3208
NYCZ;3206
KŁOSIŃSKI;3206
PIEŃKOWSKI;3202
RUMIŃSKA;3201
TKACHUK;3201
BOJANOWSKI;3201
DREWNIAK;3201
MIZERA;3198
RUMIŃSKI;3198
TURSKA;3196
RADWAŃSKA;3193
DWORAK;3189
SZCZOTKA;3187
PIEŃKOWSKA;3183
JOŃCZYK;3183
LEWCZUK;3181
LUDWICZAK;3181
KORNACKA;3176
MARCINKIEWICZ;3175
WĘGLARZ;3175
ZALESKA;3174
WILCZEWSKI;3174
GÓRALSKI;3173
BARTKOWSKA;3169
ŁUGOWSKA;3169
KALITA;3169
KASPERSKI;3168
GÓRALSKA;3167
KREFT;3163
DĘBICKI;3162
KALBARCZYK;3161
ŁUGOWSKI;3161
DUDKIEWICZ;3160
ZIOMEK;3160
SZOSTEK;3159
MAŁOLEPSZY;3158
RADZIKOWSKI;3156
RADZIKOWSKA;3155
KŁOSIŃSKA;3154
NAPIÓRKOWSKI;3151
SOBCZYŃSKI;3145
DĘBICKA;3144
GĄSKA;3142
DAWID;3138
BOJANOWSKA;3137
RĄCZKA;3134
RYBACKI;3134
PILARCZYK;3132
DUL;3131
KLONOWSKI;3131
PAJOR;3127
RYBACKA;3124
GROBELNA;3122
BOROWIAK;3121
BACZYŃSKA;3118
WIERZCHOWSKI;3117
MASTALERZ;3114
IWAN;3113
PORĘBA;3112
CHOJECKA;3109
CIEŚLIŃSKI;3109
WACHOWSKA;3107
CHYLIŃSKI;3107
RADWAŃSKI;3104
TARKA;3101
CZAPIEWSKI;3100
WASZAK;3100
PISARSKI;3098
CIEŚLIŃSKA;3096
ZATORSKA;3096
WILIŃSKI;3092
NAPIÓRKOWSKA;3090
MOTYL;3087
CYRAN;3086
PIEKARZ;3086
TRUSZKOWSKI;3084
OLENDER;3082
GWIAZDA;3080
ZIEMBA;3079
WACHOWSKI;3078
SITARZ;3072
KOBYLIŃSKA;3069
KRZAK;3069
OSIECKI;3068
BABIARZ;3067
TOPOLSKA;3065
ZALESKI;3065
SZEWCZUK;3059
KLEIN;3057
PIWOWAR;3057
TRZASKA;3057
PATER;3053
KOBYLIŃSKI;3052
KRASUSKA;3050
ŁUCZYŃSKI;3049
TOPOLSKI;3049
JELEŃ;3047
BONDAR;3046
MACHOWSKA;3046
BACZYŃSKI;3046
CZAPSKI;3044
WILIŃSKA;3042
CZARNY;3042
RYDZEWSKI;3042
SUCHOCKI;3042
OSIECKA;3038
KRASUSKI;3037
CZAPIEWSKA;3030
CZAPSKA;3030
CABAN;3029
ŁUCZYŃSKA;3028
GOLONKA;3026
MOSKWA;3026
BĄCZEK;3024
MARKOWICZ;3023
SOSIŃSKI;3022
OSTASZEWSKA;3020
PISARSKA;3015
ZATORSKI;3015
GĄDEK;3013
CHYLIŃSKA;3011
MACHOWSKI;3011
JEŻ;3009
KLOC;3008
MATUSZCZAK;3008
MILER;3007
GREGORCZYK;3006
NGUY?N;3006
KOZIŃSKI;3002
STAROŃ;3002
OSTASZEWSKI;3001
FRYDRYCH;2998
SZMIDT;2998
DAWIDOWSKI;2998
POPIOŁEK;2996
KLONOWSKA;2995
KOZIŃSKA;2993
DYLEWSKI;2989
KARASIŃSKA;2986
MALCZEWSKI;2986
SAKOWSKI;2982
RYDZEWSKA;2980
MACIASZEK;2978
WIERZCHOWSKA;2972
KIELAR;2969
RAKOCZY;2966
FABISIAK;2965
SAKOWSKA;2962
PLUCIŃSKA;2961
JARECKI;2960
CZAPLICKI;2959
KULIGOWSKI;2959
MIKOŁAJEWSKA;2957
SZAFRANIEC;2955
TARASIUK;2954
TROJAN;2954
BADURA;2951
SYNOWIEC;2951
OGRODNIK;2949
KONDRACKA;2948
NIEDŹWIEDŹ;2947
MALCZEWSKA;2945
JAKUBCZAK;2938
MATYJA;2937
WIATR;2937
WIDERA;2934
PLUCIŃSKI;2933
BOGACKA;2930
KUNICKA;2930
PYKA;2929
GAJOS;2929
ZAŁĘSKI;2928
SUCHOCKA;2926
KOSIOREK;2925
SZLACHTA;2924
DYLEWSKA;2918
CHRUŚCIEL;2917
BOGACKI;2916
CHOWANIEC;2916
MIKOŁAJEWSKI;2910
TRUSZKOWSKA;2908
KRAWCZYŃSKI;2908
PRZYGODA;2908
SAGAN;2908
KUSZ;2907
POPEK;2906
SOSIŃSKA;2905
CZAPLICKA;2904
KARASIŃSKI;2904
GRZEGORZEWSKI;2902
ZAŁĘSKA;2901
GRZEGORZEWSKA;2899
KULIGOWSKA;2895
SINGH;2894
BLOCH;2893
KUPCZYK;2893
MIROWSKI;2892
PODOLSKA;2891
WOJNOWSKI;2891
PACIOREK;2890
STRZELEC;2890
KUDŁA;2888
STARZYŃSKA;2886
ĆWIEK;2886
KUNICKI;2886
KONDRACKI;2884
SIUDA;2883
KARBOWSKA;2882
KOTARSKA;2882
BORECKI;2880
MIELNIK;2877
DAWIDOWSKA;2876
KRAWCZYŃSKA;2875
MIROWSKA;2873
MROZIŃSKI;2873
WOJTKOWSKI;2871
JARECKA;2870
SARNA;2870
KOSIOR;2868
KARBOWSKI;2866
MAJER;2866
TRAWIŃSKI;2866
WOJNOWSKA;2865
NOWOSIELSKI;2861
SAMBORSKA;2858
SZNAJDER;2858
JÓZEFOWICZ;2858
NOWOSIELSKA;2857
STARZYŃSKI;2857
SĘKOWSKA;2856
BOROWIECKA;2855
SĘKOWSKI;2855
BORECKA;2853
NOCOŃ;2853
WĄSOWICZ;2851
WOJDYŁA;2850
GANCARZ;2848
BOGDANOWICZ;2847
MĄKA;2847
ROZMUS;2847
BOROWICZ;2845
BOROWIECKI;2845
MADEJSKI;2845
MROZIŃSKA;2844
GROMEK;2844
TRAWIŃSKA;2842
CYWIŃSKA;2841
LACHOWSKA;2841
KOTARSKI;2841
BORUCKA;2840
BORUCKI;2840
DEPTUŁA;2836
KUNA;2835
KĘPIŃSKI;2834
MAŁOLEPSZA;2832
BARCZYK;2830
MYSZKA;2830
SUCHODOLSKI;2829
KARWACKI;2828
BIEGAŃSKA;2824
OLEKSIAK;2824
KURKOWSKI;2824
KWAŚNIAK;2822
PŁACZEK;2822
HOFMAN;2820
BARTOSIAK;2820
RUSINEK;2820
DZIĘCIOŁ;2819
KURKOWSKA;2815
BĘBEN;2815
JELONEK;2814
DAWIDOWICZ;2811
KARWACKA;2808
OLESIŃSKI;2807
ZDANOWICZ;2804
ŻELAZNY;2802
BIEGAŃSKI;2798
BOCHEŃSKI;2798
WOJNAROWSKA;2797
ANTONIUK;2795
JEŻEWSKI;2792
LACHOWSKI;2791
ŁUKOMSKI;2790
CAŁKA;2789
PUZIO;2788
ŁYSIAK;2786
CYWIŃSKI;2782
RATAJ;2782
KLIŚ;2781
HAŁAS;2778
POZNAŃSKA;2777
KUŁAKOWSKI;2777
STACH;2777
KUTA;2776
MATEJA;2776
OGONOWSKI;2776
MADEJSKA;2773
WOJTKOWSKA;2772
SAJDAK;2770
WOLAŃSKA;2769
WLAZŁO;2767
MISIEWICZ;2763
ŁUKOMSKA;2762
WĄS;2761
WOLAŃSKI;2757
POZNAŃSKI;2755
STADNIK;2755
PIENIĄŻEK;2754
KĘPIŃSKA;2752
BAŁDYGA;2752
RUSZKOWSKI;2752
TOBIASZ;2751
KRAVCHUK;2749
ZDROJEWSKA;2749
KOCH;2748
DZIK;2747
TWOREK;2744
WOJNAROWSKI;2744
PODOLSKI;2742
PIRÓG;2740
KOCUR;2738
OLESIŃSKA;2738
RUSZKOWSKA;2737
GUZEK;2735
ADAMKIEWICZ;2732
BOCHEŃSKA;2731
JANKIEWICZ;2731
BOCIAN;2730
GLINKA;2730
SROCZYŃSKI;2729
KOSSAKOWSKI;2728
OLESZCZUK;2728
WIERZBOWSKI;2727
ZAJKOWSKI;2727
SIWAK;2726
SUCHODOLSKA;2725
ZDROJEWSKI;2725
WIERZBOWSKA;2722
KUŹMIŃSKI;2722
BAŃKOWSKI;2721
JANIEC;2721
SZUMSKI;2721
SOBKOWIAK;2720
MARCZYK;2718
KUBALA;2717
BRYK;2716
FORMELA;2712
JEŻEWSKA;2711
DRZAZGA;2710
PANKOWSKI;2709
POKORSKI;2707
JAROCKI;2705
BOGUSZEWSKI;2704
JAROCKA;2703
ADAMCZUK;2703
GÓRZYŃSKI;2703
KARPOWICZ;2702
KAWCZYŃSKI;2702
ŁĄCKI;2702
WOŹNICKA;2700
BAJOR;2700
KUŁAKOWSKA;2699
BOGUSŁAWSKA;2698
NYKIEL;2696
KOTOWICZ;2695
KOSSAKOWSKA;2692
OGONOWSKA;2692
ANIOŁ;2691
KISIELEWSKA;2691
KORCZYŃSKI;2691
KORCZYŃSKA;2689
GŁOWACZ;2689
JACH;2688
MYSZKOWSKI;2688
NOSEK;2688
MROZIK;2686
POKORSKA;2684
JANIKOWSKI;2684
STAWSKA;2682
KISIELEWSKI;2680
WALKIEWICZ;2680
BAŃKOWSKA;2679
SOROKA;2678
TARKOWSKA;2677
ŁATA;2677
RYBCZYŃSKI;2676
SROCZYŃSKA;2674
KRASOŃ;2673
FLORCZYK;2672
CISZEK;2670
TARKOWSKI;2670
JASKUŁA;2669
ZADROŻNY;2669
PIECHOWIAK;2666
ABRAMOWICZ;2666
KAWCZYŃSKA;2664
DZIĘGIELEWSKI;2664
STAWSKI;2664
MYSZKOWSKA;2663
RYBCZYŃSKA;2663
ZAJDEL;2663
FILIPOWSKI;2663
KUŹMIŃSKA;2662
MARCZUK;2661
SKRZYPIEC;2660
POŚPIECH;2659
KRASIŃSKI;2657
KOZUB;2654
ROLA;2654
ZWIERZCHOWSKI;2653
WOŹNICKI;2651
BIELICKA;2648
KOŁEK;2648
KUPIS;2648
PTASZYŃSKI;2647
ŻMIJEWSKI;2647
SZUMSKA;2645
RZEŹNIK;2645
PACEK;2644
GUZOWSKI;2643
DZIĘGIELEWSKA;2642
SAWCZUK;2642
KROK;2640
FILIPOWSKA;2639
SKRZYŃSKI;2639
KASPROWICZ;2636
ZWIERZCHOWSKA;2636
PISKORSKI;2636
DOMINIK;2635
WIKTOR;2633
KICIŃSKI;2632
ABRAMCZYK;2630
ROGUSKA;2629
DURAJ;2627
SKUPIEŃ;2627
BOGUSZEWSKA;2626
FORTUNA;2626
KOC;2626
RACHWAŁ;2625
PRZYBYŁEK;2624
PAWŁOWICZ;2623
BOGUSŁAWSKI;2623
PISKORSKA;2622
ZIAJA;2622
BIELICKI;2621
SAMBORSKI;2621
PANKOWSKA;2615
PTASZYŃSKA;2615
CISEK;2615
MROZOWSKI;2613
MROZOWSKA;2612
WOJEWODA;2612
FORNAL;2610
SIEMIŃSKA;2609
JANIKOWSKA;2607
GÓRZYŃSKA;2606
KRASIŃSKA;2604
GŁUCHOWSKI;2603
WYSOKIŃSKI;2603
TOMASZEK;2601
ŻMIJEWSKA;2601
SUŁEK;2601
ŻOCHOWSKA;2600
OLEK;2599
SOJA;2599
ŻOCHOWSKI;2599
ŁĄCKA;2598
ANDRZEJAK;2593
BUDNIK;2593
CHOIŃSKI;2593
MITURA;2591
DYBOWSKI;2590
KUŹNIAR;2590
MAĆKOWSKI;2590
ROGUSKI;2589
WYSOKIŃSKA;2587
FRĄCKIEWICZ;2586
ZAJKOWSKA;2586
SOSNA;2585
DANILUK;2582
LUBIŃSKI;2582
STANKOWSKI;2579
LISEK;2578
IGNACZAK;2577
KUPCZAK;2577
CHOLEWIŃSKI;2576
GUZOWSKA;2574
KICIŃSKA;2573
MĄDRA;2573
BADOWSKA;2572
PACH;2571
KULKA;2570
SKRZYŃSKA;2569
BODNAR;2568
KULCZYCKA;2568
MATUSZEK;2568
PIWOŃSKI;2568
KOPKA;2566
DYBOWSKA;2564
BOROWY;2564
OZIMEK;2564
KUBAS;2561
GONDEK;2556
GŁUCHOWSKA;2554
BANASZKIEWICZ;2553
DOPIERAŁA;2552
WINKLER;2549
ŁUKAWSKA;2547
SWOBODA;2546
KILIAN;2545
GAWŁOWSKI;2542
ŁUKAWSKI;2542
POŁEĆ;2542
SIEMIŃSKI;2540
PAWLACZYK;2538
KUCZERA;2537
POKORA;2536
ŁUKASIAK;2535
CHOLEWIŃSKA;2534
WOJNAR;2534
DEPTA;2533
ZABIELSKI;2533
STANKOWSKA;2531
ROZWADOWSKI;2531
JAKUBIK;2529
SŁOTA;2527
SŁOWIKOWSKI;2524
JODŁOWSKA;2523
ŻBIKOWSKI;2523
ĆWIKŁA;2522
STARCZEWSKA;2521
JODŁOWSKI;2520
ŁOBODA;2517
DĘBIŃSKI;2516
KUŚNIERZ;2514
SOBIERAJSKI;2514
RYNKIEWICZ;2513
CELIŃSKI;2513
FORYŚ;2512
ROZWADOWSKA;2511
ROMAŃCZUK;2511
PRZYBYLAK;2508
SOBIERAJSKA;2505
LABUDA;2505
PŁACHTA;2505
SŁOWIKOWSKA;2500
SZEWC;2500
POLOK;2499
CABAJ;2499
KĘDZIA;2497
KUKLIŃSKA;2496
KUKLIŃSKI;2496
ŻBIKOWSKA;2495
GRABIEC;2495
ZADROŻNA;2490
STARCZEWSKI;2490
PATYK;2489
KNOP;2488
ROGULSKI;2487
CHOIŃSKA;2484
MACIEJCZYK;2484
SPYCHALSKI;2483
POLKOWSKI;2482
GAWĘDA;2481
LUBIŃSKA;2479
SPYCHALSKA;2479
ROWIŃSKI;2478
LASKA;2476
SZMYT;2475
ŁUKOWSKI;2474
SKUZA;2473
ZIENKIEWICZ;2472
KLIMOWICZ;2470
ZABIELSKA;2469
CZOP;2468
PIASKOWSKI;2468
DĘBIŃSKA;2467
WALICKI;2467
MAĆKOWSKA;2466
PIASKOWSKA;2466
CZERNIAWSKI;2462
BARCZAK;2458
GAWŁOWSKA;2457
BADOWSKI;2456
GÓRCZYŃSKI;2455
HEBDA;2454
JANUSZKIEWICZ;2452
SAVCHUK;2450
GÓRCZYŃSKA;2449
BIEDRZYCKI;2449
TABAKA;2449
PIWOŃSKA;2448
LISZEWSKI;2448
SAŁATA;2448
NIZIOŁEK;2446
ROGULSKA;2446
KURIATA;2446
SOŁTYSIK;2445
GUTKOWSKI;2444
WOJTYSIAK;2444
BIŃKOWSKI;2443
KLIMKIEWICZ;2442
KRYGIER;2441
KALISZEWSKA;2440
WALICKA;2440
JAROSIŃSKA;2439
KOBIELA;2439
ŁUKOWSKA;2437
NIEDBAŁA;2437
ROWIŃSKA;2436
CZARNOWSKI;2436
STAWARZ;2436
MOMOT;2435
WALASEK;2435
CZERNIAWSKA;2434
FILA;2433
JANECKI;2433
SZPAKOWSKI;2433
FICEK;2431
PŁUCIENNIK;2431
PAWEŁEK;2430
CELIŃSKA;2428
BORAWSKI;2427
SAS;2425
KLESZCZ;2424
WIATROWSKI;2423
DEMBIŃSKI;2422
IDZIKOWSKI;2421
BARTOSZEWICZ;2420
BARSZCZEWSKI;2420
POPIEL;2420
KALISZEWSKI;2418
PŁÓCIENNIK;2418
JAROSIŃSKI;2416
KULCZYCKI;2413
MIŁEK;2413
SOBALA;2408
KRZYŻANIAK;2407
PANKIEWICZ;2406
SKRZYPCZYK;2404
KLIMCZYK;2404
DEMBIŃSKA;2403
BIENIAS;2403
KĘDRA;2403
POLKOWSKA;2401
MIELEWCZYK;2401
WALASZCZYK;2401
KAZIMIERSKA;2400
PAWEŁCZYK;2400
SZPAKOWSKA;2399
MIODUSZEWSKI;2399
PIWKO;2398
BALIŃSKA;2396
GUTKOWSKA;2396
JANECKA;2394
WARDA;2394
GIBAS;2393
WICHER;2393
JANOWICZ;2391
KRZEMIEŃ;2390
BALIŃSKI;2389
MIODUSZEWSKA;2388
ŻACZEK;2388
BINKOWSKA;2387
GIERSZEWSKI;2387
MOSZCZYŃSKA;2386
KAZIMIERSKI;2386
ŁADA;2386
MOKRZYCKI;2386
GIERSZEWSKA;2385
KORALEWSKA;2385
PIECUCH;2385
CZARNOWSKA;2383
BINKOWSKI;2383
POPOVA;2382
GIERCZAK;2382
STAWIARSKI;2382
IDZIKOWSKA;2380
PIECHA;2380
CHUDA;2378
POŹNIAK;2378
CHRZĄSZCZ;2377
LISZEWSKA;2376
ŁAKOMA;2376
JASIAK;2375
ZDANOWSKI;2375
URBANIK;2373
SZEWCZAK;2371
KACPERSKI;2369
PNIEWSKI;2369
HINC;2367
ISKRA;2367
TERLECKI;2367
CIEŚLAR;2365
PRZYBYŁO;2364
MAŁACHOWSKA;2359
CHMIELECKI;2358
BARSZCZEWSKA;2357
GOŁDA;2355
KUFEL;2355
SIWIŃSKA;2354
DOMIN;2354
WILKOWSKI;2354
BIŃKOWSKA;2352
KWAPISZ;2351
KLICH;2351
KWAŚNIK;2350
SASIN;2350
ZDANOWSKA;2348
CHUDZIŃSKI;2348
MAŁACHOWSKI;2348
PIEKARCZYK;2348
KOSEK;2347
OPALIŃSKI;2347
LUPA;2346
SAK;2346
BIEDRZYCKA;2344
MELNYCHUK;2344
MOKRZYCKA;2344
ŻABIŃSKI;2344
ŚWIĘCICKA;2341
PIKUŁA;2339
BĄCZKOWSKI;2338
JUREWICZ;2338
MIAZGA;2338
KOŚMIDER;2335
CHLEBOWSKA;2334
KOZIKOWSKI;2334
NARLOCH;2334
PAWLUS;2333
SAŁEK;2333
OBARA;2332
MOSZCZYŃSKI;2331
SOBIECH;2331
PLATA;2328
DRAB;2327
PLISZKA;2326
SZMIT;2326
MICKIEWICZ;2325
DOMARADZKI;2325
TERLECKA;2324
BONIECKI;2324
CHLEBOWSKI;2323
ZAWADKA;2323
OPALIŃSKA;2322
JASEK;2322
ŚWITALSKI;2320
LENARTOWICZ;2319
MELLER;2319
RUTA;2317
ULATOWSKI;2316
SKOTNICKA;2315
KUKUŁA;2315
STEFANOWSKI;2315
KALICKI;2314
KORALEWSKI;2313
KUŁAGA;2313
GONTARZ;2312
DOMARADZKA;2311
SZCZĘCH;2311
ŚWITALSKA;2309
MATYSEK;2308
CICHOWSKA;2307
PIETRUCHA;2307
BĘBENEK;2306
CICHECKI;2304
LEJA;2304
GAWRYŚ;2303
SARNECKI;2303
GWIZDAŁA;2302
CICHECKA;2301
KOŚCIELNY;2301
CICHOWSKI;2300
JASIK;2300
GRABIŃSKI;2299
WIATROWSKA;2297
KUR;2297
SIEŃKO;2297
ŚWIĘCICKI;2296
SOBOL;2295
GŁUSZEK;2295
IGNASIAK;2294
PUSTELNIK;2294
KRZYSZTOFIK;2293
DRAGAN;2293
PNIEWSKA;2291
PIECHOWSKA;2290
MARCINEK;2290
SKOTNICKI;2289
GŁODEK;2285
MOŚCICKI;2285
KACPERSKA;2284
KOPIEC;2284
CHUDZIŃSKA;2283
MANIA;2283
RYSZKA;2281
KASIŃSKA;2280
WANAT;2280
PASIEKA;2280
JURGA;2279
ULATOWSKA;2278
MARCHENKO;2277
WILKOWSKA;2277
KIERZKOWSKI;2277
BĄCZKOWSKA;2276
STAWIARSKA;2276
SIWIŃSKI;2276
KASIŃSKI;2275
KOWNACKI;2275
PIECHOWSKI;2275
SZYDŁO;2275
MUZYKA;2274
MRUK;2273
ŻABIŃSKA;2271
CZERNIK;2271
BAJER;2270
OCHMAN;2269
DUTKA;2268
KOŻUCH;2268
CHMIELECKA;2267
PALKA;2267
ANTOSIK;2267
KIM;2267
ORLIK;2267
ANDRUSZKIEWICZ;2261
KOZIKOWSKA;2261
SYPNIEWSKA;2260
BOMBA;2260
CZARNIK;2259
NIKIEL;2259
ŚWINIARSKI;2258
BARTOSZ;2257
OKOŃSKI;2257
KOWNACKA;2255
WACHOWICZ;2255
JAWOROWSKA;2254
KALICKA;2253
BORZĘCKI;2253
BROŻYNA;2253
